Committee Number,Date,Knesset Number,Number Of Male Participants,Number Of Female Participants,Number Of Words Spoken By Males,Number Of Words Spoken By Females,Participants,Json,Participant English Name,Participant Gender,Participant Spoken Words, Json File Name
276,12/29/2008,17,13,1,172,20,"['Edelstein Yuli-Yoel', 'Oron Chaim', 'Ilatov Robert', 'Zeev Nissim', 'Hasson Yoel', 'Hermesh Shai', 'Yachimovich Shelly', 'Cabel Eitan', 'Molla Shlomo (Neguse)', 'Michaeli Avraham', 'Margi Yakov', 'Marciano Yoram', 'Rotem David', 'Sharoni Moshe']","{'Edelstein Yuli-Yoel': 0, 'Oron Chaim': 22, 'Ilatov Robert': 25, 'Zeev Nissim': 28, 'Hasson Yoel': 12, 'Hermesh Shai': 20, 'Yachimovich Shelly': 20, 'Cabel Eitan': 45, 'Molla Shlomo (Neguse)': 13, 'Michaeli Avraham': 7, 'Margi Yakov': 0, 'Marciano Yoram': 0, 'Rotem David': 0, 'Sharoni Moshe': 0}",Zeev Nissim,Male,28,17_ptv_137347.json,
276,12/29/2008,17,13,1,172,20,"['Edelstein Yuli-Yoel', 'Oron Chaim', 'Ilatov Robert', 'Zeev Nissim', 'Hasson Yoel', 'Hermesh Shai', 'Yachimovich Shelly', 'Cabel Eitan', 'Molla Shlomo (Neguse)', 'Michaeli Avraham', 'Margi Yakov', 'Marciano Yoram', 'Rotem David', 'Sharoni Moshe']","{'Edelstein Yuli-Yoel': 0, 'Oron Chaim': 22, 'Ilatov Robert': 25, 'Zeev Nissim': 28, 'Hasson Yoel': 12, 'Hermesh Shai': 20, 'Yachimovich Shelly': 20, 'Cabel Eitan': 45, 'Molla Shlomo (Neguse)': 13, 'Michaeli Avraham': 7, 'Margi Yakov': 0, 'Marciano Yoram': 0, 'Rotem David': 0, 'Sharoni Moshe': 0}",Hasson Yoel,Male,12,17_ptv_137347.json,
276,12/29/2008,17,13,1,172,20,"['Edelstein Yuli-Yoel', 'Oron Chaim', 'Ilatov Robert', 'Zeev Nissim', 'Hasson Yoel', 'Hermesh Shai', 'Yachimovich Shelly', 'Cabel Eitan', 'Molla Shlomo (Neguse)', 'Michaeli Avraham', 'Margi Yakov', 'Marciano Yoram', 'Rotem David', 'Sharoni Moshe']","{'Edelstein Yuli-Yoel': 0, 'Oron Chaim': 22, 'Ilatov Robert': 25, 'Zeev Nissim': 28, 'Hasson Yoel': 12, 'Hermesh Shai': 20, 'Yachimovich Shelly': 20, 'Cabel Eitan': 45, 'Molla Shlomo (Neguse)': 13, 'Michaeli Avraham': 7, 'Margi Yakov': 0, 'Marciano Yoram': 0, 'Rotem David': 0, 'Sharoni Moshe': 0}",Hermesh Shai,Male,20,17_ptv_137347.json,
276,12/29/2008,17,13,1,172,20,"['Edelstein Yuli-Yoel', 'Oron Chaim', 'Ilatov Robert', 'Zeev Nissim', 'Hasson Yoel', 'Hermesh Shai', 'Yachimovich Shelly', 'Cabel Eitan', 'Molla Shlomo (Neguse)', 'Michaeli Avraham', 'Margi Yakov', 'Marciano Yoram', 'Rotem David', 'Sharoni Moshe']","{'Edelstein Yuli-Yoel': 0, 'Oron Chaim': 22, 'Ilatov Robert': 25, 'Zeev Nissim': 28, 'Hasson Yoel': 12, 'Hermesh Shai': 20, 'Yachimovich Shelly': 20, 'Cabel Eitan': 45, 'Molla Shlomo (Neguse)': 13, 'Michaeli Avraham': 7, 'Margi Yakov': 0, 'Marciano Yoram': 0, 'Rotem David': 0, 'Sharoni Moshe': 0}",Yachimovich Shelly,Female,20,17_ptv_137347.json,
276,12/29/2008,17,13,1,172,20,"['Edelstein Yuli-Yoel', 'Oron Chaim', 'Ilatov Robert', 'Zeev Nissim', 'Hasson Yoel', 'Hermesh Shai', 'Yachimovich Shelly', 'Cabel Eitan', 'Molla Shlomo (Neguse)', 'Michaeli Avraham', 'Margi Yakov', 'Marciano Yoram', 'Rotem David', 'Sharoni Moshe']","{'Edelstein Yuli-Yoel': 0, 'Oron Chaim': 22, 'Ilatov Robert': 25, 'Zeev Nissim': 28, 'Hasson Yoel': 12, 'Hermesh Shai': 20, 'Yachimovich Shelly': 20, 'Cabel Eitan': 45, 'Molla Shlomo (Neguse)': 13, 'Michaeli Avraham': 7, 'Margi Yakov': 0, 'Marciano Yoram': 0, 'Rotem David': 0, 'Sharoni Moshe': 0}",Cabel Eitan,Male,45,17_ptv_137347.json,
276,12/29/2008,17,13,1,172,20,"['Edelstein Yuli-Yoel', 'Oron Chaim', 'Ilatov Robert', 'Zeev Nissim', 'Hasson Yoel', 'Hermesh Shai', 'Yachimovich Shelly', 'Cabel Eitan', 'Molla Shlomo (Neguse)', 'Michaeli Avraham', 'Margi Yakov', 'Marciano Yoram', 'Rotem David', 'Sharoni Moshe']","{'Edelstein Yuli-Yoel': 0, 'Oron Chaim': 22, 'Ilatov Robert': 25, 'Zeev Nissim': 28, 'Hasson Yoel': 12, 'Hermesh Shai': 20, 'Yachimovich Shelly': 20, 'Cabel Eitan': 45, 'Molla Shlomo (Neguse)': 13, 'Michaeli Avraham': 7, 'Margi Yakov': 0, 'Marciano Yoram': 0, 'Rotem David': 0, 'Sharoni Moshe': 0}",Molla Shlomo (Neguse),Male,13,17_ptv_137347.json,
276,12/29/2008,17,13,1,172,20,"['Edelstein Yuli-Yoel', 'Oron Chaim', 'Ilatov Robert', 'Zeev Nissim', 'Hasson Yoel', 'Hermesh Shai', 'Yachimovich Shelly', 'Cabel Eitan', 'Molla Shlomo (Neguse)', 'Michaeli Avraham', 'Margi Yakov', 'Marciano Yoram', 'Rotem David', 'Sharoni Moshe']","{'Edelstein Yuli-Yoel': 0, 'Oron Chaim': 22, 'Ilatov Robert': 25, 'Zeev Nissim': 28, 'Hasson Yoel': 12, 'Hermesh Shai': 20, 'Yachimovich Shelly': 20, 'Cabel Eitan': 45, 'Molla Shlomo (Neguse)': 13, 'Michaeli Avraham': 7, 'Margi Yakov': 0, 'Marciano Yoram': 0, 'Rotem David': 0, 'Sharoni Moshe': 0}",Michaeli Avraham,Male,7,17_ptv_137347.json,
276,12/29/2008,17,13,1,172,20,"['Edelstein Yuli-Yoel', 'Oron Chaim', 'Ilatov Robert', 'Zeev Nissim', 'Hasson Yoel', 'Hermesh Shai', 'Yachimovich Shelly', 'Cabel Eitan', 'Molla Shlomo (Neguse)', 'Michaeli Avraham', 'Margi Yakov', 'Marciano Yoram', 'Rotem David', 'Sharoni Moshe']","{'Edelstein Yuli-Yoel': 0, 'Oron Chaim': 22, 'Ilatov Robert': 25, 'Zeev Nissim': 28, 'Hasson Yoel': 12, 'Hermesh Shai': 20, 'Yachimovich Shelly': 20, 'Cabel Eitan': 45, 'Molla Shlomo (Neguse)': 13, 'Michaeli Avraham': 7, 'Margi Yakov': 0, 'Marciano Yoram': 0, 'Rotem David': 0, 'Sharoni Moshe': 0}",Margi Yakov,Male,0,17_ptv_137347.json,
276,12/29/2008,17,13,1,172,20,"['Edelstein Yuli-Yoel', 'Oron Chaim', 'Ilatov Robert', 'Zeev Nissim', 'Hasson Yoel', 'Hermesh Shai', 'Yachimovich Shelly', 'Cabel Eitan', 'Molla Shlomo (Neguse)', 'Michaeli Avraham', 'Margi Yakov', 'Marciano Yoram', 'Rotem David', 'Sharoni Moshe']","{'Edelstein Yuli-Yoel': 0, 'Oron Chaim': 22, 'Ilatov Robert': 25, 'Zeev Nissim': 28, 'Hasson Yoel': 12, 'Hermesh Shai': 20, 'Yachimovich Shelly': 20, 'Cabel Eitan': 45, 'Molla Shlomo (Neguse)': 13, 'Michaeli Avraham': 7, 'Margi Yakov': 0, 'Marciano Yoram': 0, 'Rotem David': 0, 'Sharoni Moshe': 0}",Marciano Yoram,Male,0,17_ptv_137347.json,
276,12/29/2008,17,13,1,172,20,"['Edelstein Yuli-Yoel', 'Oron Chaim', 'Ilatov Robert', 'Zeev Nissim', 'Hasson Yoel', 'Hermesh Shai', 'Yachimovich Shelly', 'Cabel Eitan', 'Molla Shlomo (Neguse)', 'Michaeli Avraham', 'Margi Yakov', 'Marciano Yoram', 'Rotem David', 'Sharoni Moshe']","{'Edelstein Yuli-Yoel': 0, 'Oron Chaim': 22, 'Ilatov Robert': 25, 'Zeev Nissim': 28, 'Hasson Yoel': 12, 'Hermesh Shai': 20, 'Yachimovich Shelly': 20, 'Cabel Eitan': 45, 'Molla Shlomo (Neguse)': 13, 'Michaeli Avraham': 7, 'Margi Yakov': 0, 'Marciano Yoram': 0, 'Rotem David': 0, 'Sharoni Moshe': 0}",Rotem David,Male,0,17_ptv_137347.json,
276,12/29/2008,17,13,1,172,20,"['Edelstein Yuli-Yoel', 'Oron Chaim', 'Ilatov Robert', 'Zeev Nissim', 'Hasson Yoel', 'Hermesh Shai', 'Yachimovich Shelly', 'Cabel Eitan', 'Molla Shlomo (Neguse)', 'Michaeli Avraham', 'Margi Yakov', 'Marciano Yoram', 'Rotem David', 'Sharoni Moshe']","{'Edelstein Yuli-Yoel': 0, 'Oron Chaim': 22, 'Ilatov Robert': 25, 'Zeev Nissim': 28, 'Hasson Yoel': 12, 'Hermesh Shai': 20, 'Yachimovich Shelly': 20, 'Cabel Eitan': 45, 'Molla Shlomo (Neguse)': 13, 'Michaeli Avraham': 7, 'Margi Yakov': 0, 'Marciano Yoram': 0, 'Rotem David': 0, 'Sharoni Moshe': 0}",Sharoni Moshe,Male,0,17_ptv_137347.json,
292,07/09/2012,18,5,0,91,0,"['Ilatov Robert', 'Elkin Zeev', 'Akunis Ofir', 'Michaeli Avraham', 'Rotem David']","{'Ilatov Robert': 9, 'Elkin Zeev': 15, 'Akunis Ofir': 25, 'Michaeli Avraham': 0, 'Rotem David': 42}",Ilatov Robert,Male,9,18_ptv_216271.json,
292,07/09/2012,18,5,0,91,0,"['Ilatov Robert', 'Elkin Zeev', 'Akunis Ofir', 'Michaeli Avraham', 'Rotem David']","{'Ilatov Robert': 9, 'Elkin Zeev': 15, 'Akunis Ofir': 25, 'Michaeli Avraham': 0, 'Rotem David': 42}",Elkin Zeev,Male,15,18_ptv_216271.json,
292,07/09/2012,18,5,0,91,0,"['Ilatov Robert', 'Elkin Zeev', 'Akunis Ofir', 'Michaeli Avraham', 'Rotem David']","{'Ilatov Robert': 9, 'Elkin Zeev': 15, 'Akunis Ofir': 25, 'Michaeli Avraham': 0, 'Rotem David': 42}",Akunis Ofir,Male,25,18_ptv_216271.json,
292,07/09/2012,18,5,0,91,0,"['Ilatov Robert', 'Elkin Zeev', 'Akunis Ofir', 'Michaeli Avraham', 'Rotem David']","{'Ilatov Robert': 9, 'Elkin Zeev': 15, 'Akunis Ofir': 25, 'Michaeli Avraham': 0, 'Rotem David': 42}",Michaeli Avraham,Male,0,18_ptv_216271.json,
292,07/09/2012,18,5,0,91,0,"['Ilatov Robert', 'Elkin Zeev', 'Akunis Ofir', 'Michaeli Avraham', 'Rotem David']","{'Ilatov Robert': 9, 'Elkin Zeev': 15, 'Akunis Ofir': 25, 'Michaeli Avraham': 0, 'Rotem David': 42}",Rotem David,Male,42,18_ptv_216271.json,
294,07/10/2012,18,3,0,638,0,"['Azoulay David', 'Amar Hamad', 'Shnaan Shachiv']","{'Azoulay David': 379, 'Amar Hamad': 259, 'Shnaan Shachiv': 0}",Azoulay David,Male,379,18_ptv_216480.json,
294,07/10/2012,18,3,0,638,0,"['Azoulay David', 'Amar Hamad', 'Shnaan Shachiv']","{'Azoulay David': 379, 'Amar Hamad': 259, 'Shnaan Shachiv': 0}",Amar Hamad,Male,259,18_ptv_216480.json,
294,07/10/2012,18,3,0,638,0,"['Azoulay David', 'Amar Hamad', 'Shnaan Shachiv']","{'Azoulay David': 379, 'Amar Hamad': 259, 'Shnaan Shachiv': 0}",Shnaan Shachiv,Male,0,18_ptv_216480.json,
293,07/10/2012,18,1,0,69,0,"['Gafni Moshe']","{'Gafni Moshe': 69}",Gafni Moshe,Male,69,18_ptv_216481.json,
295,07/16/2012,18,1,0,0,0,"['Rotem David']","{'Rotem David': 0}",Rotem David,Male,0,18_ptv_216757.json,
296,07/17/2012,18,4,0,1754,0,"['Molla Shlomo (Neguse)', 'Orlev Zevulun', 'Eldad Arieh', 'El-Sana Talab']","{'Molla Shlomo (Neguse)': 503, 'Orlev Zevulun': 166, 'Eldad Arieh': 274, 'El-Sana Talab': 811}",Molla Shlomo (Neguse),Male,503,18_ptv_216897.json,
296,07/17/2012,18,4,0,1754,0,"['Molla Shlomo (Neguse)', 'Orlev Zevulun', 'Eldad Arieh', 'El-Sana Talab']","{'Molla Shlomo (Neguse)': 503, 'Orlev Zevulun': 166, 'Eldad Arieh': 274, 'El-Sana Talab': 811}",Orlev Zevulun,Male,166,18_ptv_216897.json,
296,07/17/2012,18,4,0,1754,0,"['Molla Shlomo (Neguse)', 'Orlev Zevulun', 'Eldad Arieh', 'El-Sana Talab']","{'Molla Shlomo (Neguse)': 503, 'Orlev Zevulun': 166, 'Eldad Arieh': 274, 'El-Sana Talab': 811}",Eldad Arieh,Male,274,18_ptv_216897.json,
296,07/17/2012,18,4,0,1754,0,"['Molla Shlomo (Neguse)', 'Orlev Zevulun', 'Eldad Arieh', 'El-Sana Talab']","{'Molla Shlomo (Neguse)': 503, 'Orlev Zevulun': 166, 'Eldad Arieh': 274, 'El-Sana Talab': 811}",El-Sana Talab,Male,811,18_ptv_216897.json,
298,07/23/2012,18,1,0,37,0,"['Michaeli Avraham']","{'Michaeli Avraham': 37}",Michaeli Avraham,Male,37,18_ptv_217243.json,
32,07/25/2012,18,6,1,21,0,"['Orbach Uri', 'Elkin Zeev', 'Akunis Ofir', 'Wilf Einat', 'Zeev Nissim', 'Michaeli Avraham', 'Rotem David']","{'Orbach Uri': 0, 'Elkin Zeev': 0, 'Akunis Ofir': 0, 'Wilf Einat': 0, 'Zeev Nissim': 0, 'Michaeli Avraham': 0, 'Rotem David': 21}",Orbach Uri,Male,0,18_ptv_217463.json,
32,07/25/2012,18,6,1,21,0,"['Orbach Uri', 'Elkin Zeev', 'Akunis Ofir', 'Wilf Einat', 'Zeev Nissim', 'Michaeli Avraham', 'Rotem David']","{'Orbach Uri': 0, 'Elkin Zeev': 0, 'Akunis Ofir': 0, 'Wilf Einat': 0, 'Zeev Nissim': 0, 'Michaeli Avraham': 0, 'Rotem David': 21}",Elkin Zeev,Male,0,18_ptv_217463.json,
32,07/25/2012,18,6,1,21,0,"['Orbach Uri', 'Elkin Zeev', 'Akunis Ofir', 'Wilf Einat', 'Zeev Nissim', 'Michaeli Avraham', 'Rotem David']","{'Orbach Uri': 0, 'Elkin Zeev': 0, 'Akunis Ofir': 0, 'Wilf Einat': 0, 'Zeev Nissim': 0, 'Michaeli Avraham': 0, 'Rotem David': 21}",Akunis Ofir,Male,0,18_ptv_217463.json,
32,07/25/2012,18,6,1,21,0,"['Orbach Uri', 'Elkin Zeev', 'Akunis Ofir', 'Wilf Einat', 'Zeev Nissim', 'Michaeli Avraham', 'Rotem David']","{'Orbach Uri': 0, 'Elkin Zeev': 0, 'Akunis Ofir': 0, 'Wilf Einat': 0, 'Zeev Nissim': 0, 'Michaeli Avraham': 0, 'Rotem David': 21}",Wilf Einat,Female,0,18_ptv_217463.json,
32,07/25/2012,18,6,1,21,0,"['Orbach Uri', 'Elkin Zeev', 'Akunis Ofir', 'Wilf Einat', 'Zeev Nissim', 'Michaeli Avraham', 'Rotem David']","{'Orbach Uri': 0, 'Elkin Zeev': 0, 'Akunis Ofir': 0, 'Wilf Einat': 0, 'Zeev Nissim': 0, 'Michaeli Avraham': 0, 'Rotem David': 21}",Zeev Nissim,Male,0,18_ptv_217463.json,
32,07/25/2012,18,6,1,21,0,"['Orbach Uri', 'Elkin Zeev', 'Akunis Ofir', 'Wilf Einat', 'Zeev Nissim', 'Michaeli Avraham', 'Rotem David']","{'Orbach Uri': 0, 'Elkin Zeev': 0, 'Akunis Ofir': 0, 'Wilf Einat': 0, 'Zeev Nissim': 0, 'Michaeli Avraham': 0, 'Rotem David': 21}",Michaeli Avraham,Male,0,18_ptv_217463.json,
32,07/25/2012,18,6,1,21,0,"['Orbach Uri', 'Elkin Zeev', 'Akunis Ofir', 'Wilf Einat', 'Zeev Nissim', 'Michaeli Avraham', 'Rotem David']","{'Orbach Uri': 0, 'Elkin Zeev': 0, 'Akunis Ofir': 0, 'Wilf Einat': 0, 'Zeev Nissim': 0, 'Michaeli Avraham': 0, 'Rotem David': 21}",Rotem David,Male,21,18_ptv_217463.json,
31,07/24/2012,18,26,3,12817,1605,"['Eichler Israel', 'Ilatov Robert', 'Elkin Zeev', 'Akunis Ofir', 'Wilf Einat', 'Zeev Nissim', 'Tibi Ahmad', 'Molla Shlomo (Neguse)', 'Michaeli Avraham', 'Pinyan Zion', 'Rotem David', 'El-Sana Talab', 'Bibi Arie', 'Ben Ari Michael', 'Duan Avraham', 'Horowitz Nitzan', 'Whbee Majallie', 'Khenin Dov', 'Hasoon Akram', 'Hasson Israel', 'Katz Yaakov (Katzeleh)', 'Maklev Uri', 'Solodkin Marina', 'Plesner Yohanan', 'Shama Hacohen Carmel', 'Sheetrit Meir', 'Shamalov Berkovich Yulia', 'Shnaan Shachiv', 'Schneller Otniel']","{'Eichler Israel': 1021, 'Ilatov Robert': 136, 'Elkin Zeev': 1493, 'Akunis Ofir': 24, 'Wilf Einat': 276, 'Zeev Nissim': 894, 'Tibi Ahmad': 32, 'Molla Shlomo (Neguse)': 0, 'Michaeli Avraham': 77, 'Pinyan Zion': 215, 'Rotem David': 192, 'El-Sana Talab': 0, 'Bibi Arie': 477, 'Ben Ari Michael': 0, 'Duan Avraham': 5, 'Horowitz Nitzan': 61, 'Whbee Majallie': 0, 'Khenin Dov': 417, 'Hasoon Akram': 408, 'Hasson Israel': 1719, 'Katz Yaakov (Katzeleh)': 646, 'Maklev Uri': 0, 'Solodkin Marina': 305, 'Plesner Yohanan': 45, 'Shama Hacohen Carmel': 117, 'Sheetrit Meir': 1394, 'Shamalov Berkovich Yulia': 1024, 'Shnaan Shachiv': 128, 'Schneller Otniel': 3316}",Eichler Israel,Male,1021,18_ptv_217466.json,
31,07/24/2012,18,26,3,12817,1605,"['Eichler Israel', 'Ilatov Robert', 'Elkin Zeev', 'Akunis Ofir', 'Wilf Einat', 'Zeev Nissim', 'Tibi Ahmad', 'Molla Shlomo (Neguse)', 'Michaeli Avraham', 'Pinyan Zion', 'Rotem David', 'El-Sana Talab', 'Bibi Arie', 'Ben Ari Michael', 'Duan Avraham', 'Horowitz Nitzan', 'Whbee Majallie', 'Khenin Dov', 'Hasoon Akram', 'Hasson Israel', 'Katz Yaakov (Katzeleh)', 'Maklev Uri', 'Solodkin Marina', 'Plesner Yohanan', 'Shama Hacohen Carmel', 'Sheetrit Meir', 'Shamalov Berkovich Yulia', 'Shnaan Shachiv', 'Schneller Otniel']","{'Eichler Israel': 1021, 'Ilatov Robert': 136, 'Elkin Zeev': 1493, 'Akunis Ofir': 24, 'Wilf Einat': 276, 'Zeev Nissim': 894, 'Tibi Ahmad': 32, 'Molla Shlomo (Neguse)': 0, 'Michaeli Avraham': 77, 'Pinyan Zion': 215, 'Rotem David': 192, 'El-Sana Talab': 0, 'Bibi Arie': 477, 'Ben Ari Michael': 0, 'Duan Avraham': 5, 'Horowitz Nitzan': 61, 'Whbee Majallie': 0, 'Khenin Dov': 417, 'Hasoon Akram': 408, 'Hasson Israel': 1719, 'Katz Yaakov (Katzeleh)': 646, 'Maklev Uri': 0, 'Solodkin Marina': 305, 'Plesner Yohanan': 45, 'Shama Hacohen Carmel': 117, 'Sheetrit Meir': 1394, 'Shamalov Berkovich Yulia': 1024, 'Shnaan Shachiv': 128, 'Schneller Otniel': 3316}",Ilatov Robert,Male,136,18_ptv_217466.json,
31,07/24/2012,18,26,3,12817,1605,"['Eichler Israel', 'Ilatov Robert', 'Elkin Zeev', 'Akunis Ofir', 'Wilf Einat', 'Zeev Nissim', 'Tibi Ahmad', 'Molla Shlomo (Neguse)', 'Michaeli Avraham', 'Pinyan Zion', 'Rotem David', 'El-Sana Talab', 'Bibi Arie', 'Ben Ari Michael', 'Duan Avraham', 'Horowitz Nitzan', 'Whbee Majallie', 'Khenin Dov', 'Hasoon Akram', 'Hasson Israel', 'Katz Yaakov (Katzeleh)', 'Maklev Uri', 'Solodkin Marina', 'Plesner Yohanan', 'Shama Hacohen Carmel', 'Sheetrit Meir', 'Shamalov Berkovich Yulia', 'Shnaan Shachiv', 'Schneller Otniel']","{'Eichler Israel': 1021, 'Ilatov Robert': 136, 'Elkin Zeev': 1493, 'Akunis Ofir': 24, 'Wilf Einat': 276, 'Zeev Nissim': 894, 'Tibi Ahmad': 32, 'Molla Shlomo (Neguse)': 0, 'Michaeli Avraham': 77, 'Pinyan Zion': 215, 'Rotem David': 192, 'El-Sana Talab': 0, 'Bibi Arie': 477, 'Ben Ari Michael': 0, 'Duan Avraham': 5, 'Horowitz Nitzan': 61, 'Whbee Majallie': 0, 'Khenin Dov': 417, 'Hasoon Akram': 408, 'Hasson Israel': 1719, 'Katz Yaakov (Katzeleh)': 646, 'Maklev Uri': 0, 'Solodkin Marina': 305, 'Plesner Yohanan': 45, 'Shama Hacohen Carmel': 117, 'Sheetrit Meir': 1394, 'Shamalov Berkovich Yulia': 1024, 'Shnaan Shachiv': 128, 'Schneller Otniel': 3316}",Elkin Zeev,Male,1493,18_ptv_217466.json,
31,07/24/2012,18,26,3,12817,1605,"['Eichler Israel', 'Ilatov Robert', 'Elkin Zeev', 'Akunis Ofir', 'Wilf Einat', 'Zeev Nissim', 'Tibi Ahmad', 'Molla Shlomo (Neguse)', 'Michaeli Avraham', 'Pinyan Zion', 'Rotem David', 'El-Sana Talab', 'Bibi Arie', 'Ben Ari Michael', 'Duan Avraham', 'Horowitz Nitzan', 'Whbee Majallie', 'Khenin Dov', 'Hasoon Akram', 'Hasson Israel', 'Katz Yaakov (Katzeleh)', 'Maklev Uri', 'Solodkin Marina', 'Plesner Yohanan', 'Shama Hacohen Carmel', 'Sheetrit Meir', 'Shamalov Berkovich Yulia', 'Shnaan Shachiv', 'Schneller Otniel']","{'Eichler Israel': 1021, 'Ilatov Robert': 136, 'Elkin Zeev': 1493, 'Akunis Ofir': 24, 'Wilf Einat': 276, 'Zeev Nissim': 894, 'Tibi Ahmad': 32, 'Molla Shlomo (Neguse)': 0, 'Michaeli Avraham': 77, 'Pinyan Zion': 215, 'Rotem David': 192, 'El-Sana Talab': 0, 'Bibi Arie': 477, 'Ben Ari Michael': 0, 'Duan Avraham': 5, 'Horowitz Nitzan': 61, 'Whbee Majallie': 0, 'Khenin Dov': 417, 'Hasoon Akram': 408, 'Hasson Israel': 1719, 'Katz Yaakov (Katzeleh)': 646, 'Maklev Uri': 0, 'Solodkin Marina': 305, 'Plesner Yohanan': 45, 'Shama Hacohen Carmel': 117, 'Sheetrit Meir': 1394, 'Shamalov Berkovich Yulia': 1024, 'Shnaan Shachiv': 128, 'Schneller Otniel': 3316}",Akunis Ofir,Male,24,18_ptv_217466.json,
31,07/24/2012,18,26,3,12817,1605,"['Eichler Israel', 'Ilatov Robert', 'Elkin Zeev', 'Akunis Ofir', 'Wilf Einat', 'Zeev Nissim', 'Tibi Ahmad', 'Molla Shlomo (Neguse)', 'Michaeli Avraham', 'Pinyan Zion', 'Rotem David', 'El-Sana Talab', 'Bibi Arie', 'Ben Ari Michael', 'Duan Avraham', 'Horowitz Nitzan', 'Whbee Majallie', 'Khenin Dov', 'Hasoon Akram', 'Hasson Israel', 'Katz Yaakov (Katzeleh)', 'Maklev Uri', 'Solodkin Marina', 'Plesner Yohanan', 'Shama Hacohen Carmel', 'Sheetrit Meir', 'Shamalov Berkovich Yulia', 'Shnaan Shachiv', 'Schneller Otniel']","{'Eichler Israel': 1021, 'Ilatov Robert': 136, 'Elkin Zeev': 1493, 'Akunis Ofir': 24, 'Wilf Einat': 276, 'Zeev Nissim': 894, 'Tibi Ahmad': 32, 'Molla Shlomo (Neguse)': 0, 'Michaeli Avraham': 77, 'Pinyan Zion': 215, 'Rotem David': 192, 'El-Sana Talab': 0, 'Bibi Arie': 477, 'Ben Ari Michael': 0, 'Duan Avraham': 5, 'Horowitz Nitzan': 61, 'Whbee Majallie': 0, 'Khenin Dov': 417, 'Hasoon Akram': 408, 'Hasson Israel': 1719, 'Katz Yaakov (Katzeleh)': 646, 'Maklev Uri': 0, 'Solodkin Marina': 305, 'Plesner Yohanan': 45, 'Shama Hacohen Carmel': 117, 'Sheetrit Meir': 1394, 'Shamalov Berkovich Yulia': 1024, 'Shnaan Shachiv': 128, 'Schneller Otniel': 3316}",Wilf Einat,Female,276,18_ptv_217466.json,
31,07/24/2012,18,26,3,12817,1605,"['Eichler Israel', 'Ilatov Robert', 'Elkin Zeev', 'Akunis Ofir', 'Wilf Einat', 'Zeev Nissim', 'Tibi Ahmad', 'Molla Shlomo (Neguse)', 'Michaeli Avraham', 'Pinyan Zion', 'Rotem David', 'El-Sana Talab', 'Bibi Arie', 'Ben Ari Michael', 'Duan Avraham', 'Horowitz Nitzan', 'Whbee Majallie', 'Khenin Dov', 'Hasoon Akram', 'Hasson Israel', 'Katz Yaakov (Katzeleh)', 'Maklev Uri', 'Solodkin Marina', 'Plesner Yohanan', 'Shama Hacohen Carmel', 'Sheetrit Meir', 'Shamalov Berkovich Yulia', 'Shnaan Shachiv', 'Schneller Otniel']","{'Eichler Israel': 1021, 'Ilatov Robert': 136, 'Elkin Zeev': 1493, 'Akunis Ofir': 24, 'Wilf Einat': 276, 'Zeev Nissim': 894, 'Tibi Ahmad': 32, 'Molla Shlomo (Neguse)': 0, 'Michaeli Avraham': 77, 'Pinyan Zion': 215, 'Rotem David': 192, 'El-Sana Talab': 0, 'Bibi Arie': 477, 'Ben Ari Michael': 0, 'Duan Avraham': 5, 'Horowitz Nitzan': 61, 'Whbee Majallie': 0, 'Khenin Dov': 417, 'Hasoon Akram': 408, 'Hasson Israel': 1719, 'Katz Yaakov (Katzeleh)': 646, 'Maklev Uri': 0, 'Solodkin Marina': 305, 'Plesner Yohanan': 45, 'Shama Hacohen Carmel': 117, 'Sheetrit Meir': 1394, 'Shamalov Berkovich Yulia': 1024, 'Shnaan Shachiv': 128, 'Schneller Otniel': 3316}",Zeev Nissim,Male,894,18_ptv_217466.json,
